"obs","study","author","year","class","order","family","genus","species","variable","fitness.estimate","treatment","estimated.increase.in.harm","SMDH","v_SMDH","logCVR","v_logCVR","logVR","v_logVR","SME_index","Male.measure","Female.measure","SCR.SCI","Sperm.compet","Harm_type","Parental.care","Gestation","depend","shared.control","source","M_lifespan","F_lifespan","SSD","SSD_lnRR","species2","zSSD","sex_life","inv_n_eff","geary_control","geary_trt","geary_test","trt","mean","obs2","name.y","sd","name","n","study.obs","lnSD","v_lnSD","lnX","v_lnX"
10,4,"Kolodziejczyk",2003,"Arachnida","Sarcoptiformes","Acaridae","Rhizoglyphus","Rhizoglyphus robini","Lifetime fecundity (longevity x egg laying rate)","direct","male access","10x",0.232537263718365,0.0348645513808893,0.00666753535626388,0.0275964110448505,0.133531392624526,0.0175438596491228,0,0.55,0.73,"High","yes","both","no","oviparous",1,0,"fig1",67.5,35.5,-0.18,-0.28312625591592,"Rhizoglyphus robini",-0.683041784814586,0.642594901397114,0.0344827586206897,27.9959942775393,28.1832822399345,"pass","X_T",251.864406779661,14,"sd_T",135.534945104358,"N_T",58,"10_4",4.91800143434362,0.0087719298245614,5.52889087436603,0.00499276332354558
11,4,"Kolodziejczyk",2003,"Arachnida","Sarcoptiformes","Acaridae","Rhizoglyphus","Rhizoglyphus robini","Lifetime fecundity (longevity x egg laying rate)","direct","male access","10x",0.283904394875436,0.0349911836679438,0.0600188895230499,0.0277552188388821,0.217064505237829,0.0175438596491228,0,0.55,0.73,"High","yes","both","no","oviparous",2,0,"fig1",67.5,35.5,-0.18,-0.28312625591592,"Rhizoglyphus robini",-0.683041784814586,0.642594901397114,0.0344827586206897,27.0703095013784,28.7447869250446,"pass","X_C",283.389830508475,15,"sd_C",158.769507122247,"N_C",58,"11_4",5.07622543955851,0.0087719298245614,5.64682344273297,0.00541174938760554
11,4,"Kolodziejczyk",2003,"Arachnida","Sarcoptiformes","Acaridae","Rhizoglyphus","Rhizoglyphus robini","Lifetime fecundity (longevity x egg laying rate)","direct","male access","10x",0.283904394875436,0.0349911836679438,0.0600188895230499,0.0277552188388821,0.217064505237829,0.0175438596491228,0,0.55,0.73,"High","yes","both","no","oviparous",2,0,"fig1",67.5,35.5,-0.18,-0.28312625591592,"Rhizoglyphus robini",-0.683041784814586,0.642594901397114,0.0344827586206897,27.0703095013784,28.7447869250446,"pass","X_T",242.203389830509,16,"sd_T",127.790091098394,"N_T",58,"11_4",4.85916093432068,0.0087719298245614,5.4897778270182,0.00479960980215378
12,4,"Kolodziejczyk",2003,"Arachnida","Sarcoptiformes","Acaridae","Rhizoglyphus","Rhizoglyphus robini","longevity","direct","male access","10x",0.023672992076518,0.0346288417529998,0.109239496471927,0.0264533205661672,0.121360857004272,0.0175438596491228,0,0.55,0.73,"High","yes","both","no","oviparous",1,0,"fig1",67.5,35.5,-0.18,-0.28312625591592,"Rhizoglyphus robini",-0.683041784814586,0.642594901397114,0.0344827586206897,28.3350091968117,31.6057040011077,"pass","X_C",33.6486486486487,17,"sd_C",18.0102742368404,"N_C",58,"12_4",2.89971431581712,0.0087719298245614,3.51597289625459,0.00493943646070227
12,4,"Kolodziejczyk",2003,"Arachnida","Sarcoptiformes","Acaridae","Rhizoglyphus","Rhizoglyphus robini","longevity","direct","male access","10x",0.023672992076518,0.0346288417529998,0.109239496471927,0.0264533205661672,0.121360857004272,0.0175438596491228,0,0.55,0.73,"High","yes","both","no","oviparous",1,0,"fig1",67.5,35.5,-0.18,-0.28312625591592,"Rhizoglyphus robini",-0.683041784814586,0.642594901397114,0.0344827586206897,28.3350091968117,31.6057040011077,"pass","X_T",33.2432432432433,18,"sd_T",15.9519571812014,"N_T",58,"12_4",2.77835345881285,0.0087719298245614,3.50385153572224,0.0039700244563421
13,4,"Kolodziejczyk",2003,"Arachnida","Sarcoptiformes","Acaridae","Rhizoglyphus","Rhizoglyphus robini","longevity","direct","male access","10x",0.025324352335521,0.0346291906465762,0.0975934863201692,0.0273906962608468,0.111225635110225,0.0175438596491228,0,0.55,0.73,"High","yes","both","no","oviparous",2,0,"fig1",67.5,35.5,-0.18,-0.28312625591592,"Rhizoglyphus robini",-0.683041784814586,0.642594901397114,0.0344827586206897,27.0937429410437,29.8712446351933,"pass","X_C",34.9324324324324,19,"sd_C",19.5540120285694,"N_C",58,"13_4",2.98195241405408,0.0087719298245614,3.55341569373836,0.00540239216727957
13,4,"Kolodziejczyk",2003,"Arachnida","Sarcoptiformes","Acaridae","Rhizoglyphus","Rhizoglyphus robini","longevity","direct","male access","10x",0.025324352335521,0.0346291906465762,0.0975934863201692,0.0273906962608468,0.111225635110225,0.0175438596491228,0,0.55,0.73,"High","yes","both","no","oviparous",2,0,"fig1",67.5,35.5,-0.18,-0.28312625591592,"Rhizoglyphus robini",-0.683041784814586,0.642594901397114,0.0344827586206897,27.0937429410437,29.8712446351933,"pass","X_T",34.4594594594595,20,"sd_T",17.4956949729305,"N_T",58,"13_4",2.87072677894386,0.0087719298245614,3.5397835449483,0.00444444444444438
14,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","reproductive success (nº offspring)","direct","male harassment",NA,1.04133390981797,0.05490673492939,-0.7285464365376,0.165902192810897,1.13022864204039,0.0232683982683983,1,27,44,"High","yes","indirect","no","viviparous",1,1,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0454780361757106,12.337621680905,5.82209307549361,"pass","X_C",6.26666666666667,21,"sd_C",6.77696633658993,"N_C",45,"14_6",1.92489319520262,0.0113636363636364,1.83524458116779,0.0259887238157951
14,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","reproductive success (nº offspring)","direct","male harassment",NA,1.04133390981797,0.05490673492939,-0.7285464365376,0.165902192810897,1.13022864204039,0.0232683982683983,1,27,44,"High","yes","indirect","no","viviparous",1,1,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0454780361757106,12.337621680905,5.82209307549361,"pass","X_T",0.976744186046512,22,"sd_T",2.18750098876738,"N_T",43,"14_6",0.794664553162237,0.0119047619047619,-0.0235304974101937,0.116645070726704
15,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","reproductive success (nº offspring)","direct","male harassment",NA,0.994423460136144,0.053641815400334,-0.555540571455966,0.125730708883867,1.09738245291787,0.0224747474747475,1,27,44,"High","yes","indirect","no","viviparous",2,1,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0439613526570048,12.337621680905,7.15613289752122,"pass","X_C",6.26666666666667,23,"sd_C",6.77696633658993,"N_C",45,"15_6",1.92489319520262,0.0113636363636364,1.83524458116779,0.0259887238157951
15,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","reproductive success (nº offspring)","direct","male harassment",NA,0.994423460136144,0.053641815400334,-0.555540571455966,0.125730708883867,1.09738245291787,0.0224747474747475,1,27,44,"High","yes","indirect","no","viviparous",2,1,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0439613526570048,12.337621680905,7.15613289752122,"pass","X_T",1.2,24,"sd_T",2.26233989890596,"N_T",46,"15_6",0.827510742284749,0.0111111111111111,0.182321556793955,0.0772672375933247
16,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","female growth (BC)","indirect","male harassment",NA,0.848057877880853,0.0521007450512353,0.478170277861189,0.0576337937568874,1.5284925109465,0.0232683982683983,1,27,44,"High","yes","indirect","no","viviparous",1,2,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0454780361757106,12.7027089384942,20.0361582153464,"pass","X_C",6.73333333333333,25,"sd_C",7.0723533437026,"N_C",45,"16_6",1.96755692420968,0.0113636363636364,1.90707031573905,0.0245163130174402
16,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","female growth (BC)","indirect","male harassment",NA,0.848057877880853,0.0521007450512353,0.478170277861189,0.0576337937568874,1.5284925109465,0.0232683982683983,1,27,44,"High","yes","indirect","no","viviparous",1,2,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0454780361757106,12.7027089384942,20.0361582153464,"pass","X_T",2.35548837209302,26,"sd_T",1.53289737133705,"N_T",43,"16_6",0.439064413263188,0.0119047619047619,0.856748082653743,0.00984908247104898
17,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","female growth (BC)","indirect","male harassment",NA,0.798204785141477,0.0513361948211742,0.771332876617762,0.052121539988988,1.70694268934918,0.0224747474747475,1,27,44,"High","yes","indirect","no","viviparous",2,2,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0439613526570048,12.7027089384942,27.771357688346,"pass","X_C",6.73333333333333,27,"sd_C",7.0723533437026,"N_C",45,"17_6",1.96755692420968,0.0113636363636364,1.90707031573905,0.0245163130174402
17,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","female growth (BC)","indirect","male harassment",NA,0.798204785141477,0.0513361948211742,0.771332876617762,0.052121539988988,1.70694268934918,0.0224747474747475,1,27,44,"High","yes","indirect","no","viviparous",2,2,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0439613526570048,12.7027089384942,27.771357688346,"pass","X_T",2.6418,28,"sd_T",1.28338757343071,"N_T",46,"17_6",0.260614234860497,0.0111111111111111,0.971460503007626,0.00513047949680031
18,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","immune response","indirect","male harassment",NA,0.763649820624785,0.0490399579910422,-0.359416066882382,0.0349907098941441,0.0159154344467125,0.0232683982683983,1,27,44,"High","yes","indirect","no","viviparous",1,3,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0454780361757106,32.5790478351745,22.2380839338808,"pass","X_C",0.368133333333334,29,"sd_C",0.150763752576371,"N_C",45,"18_6",-1.88067758346825,0.0113636363636364,-0.999310087594246,0.00372710027344921
18,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","immune response","indirect","male harassment",NA,0.763649820624785,0.0490399579910422,-0.359416066882382,0.0349907098941441,0.0159154344467125,0.0232683982683983,1,27,44,"High","yes","indirect","no","viviparous",1,3,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0454780361757106,32.5790478351745,22.2380839338808,"pass","X_T",0.252930232558139,30,"sd_T",0.148303003108154,"N_T",43,"18_6",-1.89659301791496,0.0119047619047619,-1.37464158892334,0.00799521135229664
19,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","immune response","indirect","male harassment",NA,0.641118991006794,0.0465680815387425,-0.160340054665342,0.0312289150759777,0.126759537822239,0.0224747474747475,1,27,44,"High","yes","indirect","no","viviparous",2,3,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0439613526570048,32.5790478351745,28.0555469221816,"pass","X_C",0.368133333333334,31,"sd_C",0.150763752576371,"N_C",45,"19_6",-1.88067758346825,0.0113636363636364,-0.999310087594246,0.00372710027344921
19,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","immune response","indirect","male harassment",NA,0.641118991006794,0.0465680815387425,-0.160340054665342,0.0312289150759777,0.126759537822239,0.0224747474747475,1,27,44,"High","yes","indirect","no","viviparous",2,3,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0439613526570048,32.5790478351745,28.0555469221816,"pass","X_T",0.276260869565217,32,"sd_T",0.132848189848013,"N_T",46,"19_6",-2.00743712129049,0.0111111111111111,-1.28640968008183,0.00502706732778101
20,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","reproductive success (nº offspring)","direct","male harassment",NA,0.937483957344716,0.0476617605919187,-0.515839004074466,0.119102805189038,0.984660571353928,0.0215677179962894,1,27,44,"High","yes","indirect","no","viviparous",3,4,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0422222222222222,12.9187440489665,7.32114647341125,"pass","X_C",5.58,33,"sd_C",6.07803002457144,"N_C",50,"20_6",1.81488471599189,0.0102040816326531,1.71918877639322,0.0237294285656607
20,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","reproductive success (nº offspring)","direct","male harassment",NA,0.937483957344716,0.0476617605919187,-0.515839004074466,0.119102805189038,0.984660571353928,0.0215677179962894,1,27,44,"High","yes","indirect","no","viviparous",3,4,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0422222222222222,12.9187440489665,7.32114647341125,"pass","X_T",1.24444444444444,34,"sd_T",2.26791409525016,"N_T",45,"20_6",0.830224144637968,0.0113636363636364,0.218689200964826,0.0738056586270879
21,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","reproductive success (nº offspring)","direct","male harassment",NA,0.840785859563837,0.0456825008671694,-0.503111624963698,0.113760113620182,0.76805242890256,0.0210736468500444,1,27,44,"High","yes","indirect","no","viviparous",4,4,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0412765957446809,12.9187440489665,7.57594374050352,"pass","X_C",5.58,35,"sd_C",6.07803002457144,"N_C",50,"21_6",1.81488471599189,0.0102040816326531,1.71918877639322,0.0237294285656607
21,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","reproductive success (nº offspring)","direct","male harassment",NA,0.840785859563837,0.0456825008671694,-0.503111624963698,0.113760113620182,0.76805242890256,0.0210736468500444,1,27,44,"High","yes","indirect","no","viviparous",4,4,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0412765957446809,12.9187440489665,7.57594374050352,"pass","X_T",1.56521739130435,36,"sd_T",2.81781770495493,"N_T",47,"21_6",1.04683228708933,0.0108695652173913,0.448024722526962,0.0689570382044768
22,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","female growth (BC)","indirect","male harassment",NA,0.681022547977645,0.0446091265345327,-0.203656590995313,0.031904838109158,0.130759664993018,0.0215677179962894,1,27,44,"High","yes","indirect","no","viviparous",3,5,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0422222222222222,31.9583682573566,24.7469965679089,"pass","X_C",3.5826,37,"sd_C",1.57747563776913,"N_C",50,"22_6",0.466029953377141,0.0102040816326531,1.27608879379886,0.00387756131685289
22,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","female growth (BC)","indirect","male harassment",NA,0.681022547977645,0.0446091265345327,-0.203656590995313,0.031904838109158,0.130759664993018,0.0215677179962894,1,27,44,"High","yes","indirect","no","viviparous",3,5,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0422222222222222,31.9583682573566,24.7469965679089,"pass","X_T",2.56426666666667,38,"sd_T",1.38251824581088,"N_T",45,"22_6",0.335270288384123,0.0113636363636364,0.941672537810534,0.00645955879601572
23,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","female growth (BC)","indirect","male harassment",NA,0.754070423770245,0.0442537620003185,-0.177068646351246,0.0308214049611027,0.189719003320568,0.0210736468500444,1,27,44,"High","yes","indirect","no","viviparous",4,5,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0412765957446809,31.9583682573566,25.9656805821267,"pass","X_C",3.5826,39,"sd_C",1.57747563776913,"N_C",50,"23_6",0.466029953377141,0.0102040816326531,1.27608879379886,0.00387756131685289
23,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","female growth (BC)","indirect","male harassment",NA,0.754070423770245,0.0442537620003185,-0.177068646351246,0.0308214049611027,0.189719003320568,0.0210736468500444,1,27,44,"High","yes","indirect","no","viviparous",4,5,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0412765957446809,31.9583682573566,25.9656805821267,"pass","X_T",2.48258695652174,40,"sd_T",1.30400641743627,"N_T",47,"23_6",0.276310950056576,0.0108695652173913,0.909301144127051,0.00587019679420545
24,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","immune response","indirect","male harassment",NA,0.556026493212892,0.0441912657285741,-0.304633030086343,0.0312388985073177,-0.0449806780385317,0.0215677179962894,1,27,44,"High","yes","indirect","no","viviparous",3,6,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0422222222222222,35.2750299109034,24.6917449105599,"pass","X_C",0.38952,41,"sd_C",0.155385792432243,"N_C",50,"24_6",-1.85164018938547,0.0102040816326531,-0.942840067107692,0.00318268081659431
24,6,"Iglesias-carrasco",2019,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia holbrooki","immune response","indirect","male harassment",NA,0.556026493212892,0.0441912657285741,-0.304633030086343,0.0312388985073177,-0.0449806780385317,0.0215677179962894,1,27,44,"High","yes","indirect","no","viviparous",3,6,"data",419.13,632.84,-17,-0.488352767913932,"Gambusia holbrooki",-1.81198289958021,-0.412036491250358,0.0422222222222222,35.2750299109034,24.6917449105599,"pass","X_T",0.300444444444444,42,"sd_T",0.162346368713142,"N_T",45,"24_6",-1.80665951134694,0.0113636363636364,-1.2024924191555,0.00648849969443395
